"metric","kind","llm","variant","method","code","count","avg_ms","median_ms","p95_ms","avg_bytes","median_bytes","p95_bytes"
"latency_perprobe","endpoint","claude","t","HEAD","503","2","275","230","320",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","405","105","116","97","201",,,
"latency_perprobe","endpoint","gpt","t","HEAD","503","1","283","283","283",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","ERR","128","1563","5","15013",,,
"latency_perprobe","endpoint","mistral","v","HEAD","308","4","48","24","89",,,
"latency_perprobe","endpoint","claude","c","GET","429","32","42","34","110",,,
"latency_perprobe","endpoint","gpt","v","GET","400","55","106","102","187",,,
"latency_perprobe","endpoint","gemini","t","GET","404","146","133","99","315",,,
"latency_perprobe","endpoint","gpt","v","HEAD","503","9","308","284","684",,,
"latency_perprobe","endpoint","gpt","v","GET","502","4","131","149","151",,,
"latency_perprobe","endpoint","claude","t","GET","503","1","222","222","222",,,
"latency_perprobe","endpoint","claude","v","HEAD","403","66","263","264","476",,,
"latency_perprobe","endpoint","mistral","v","HEAD","405","77","122","88","394",,,
"latency_perprobe","endpoint","gpt","t","HEAD","200","69","186","181","501",,,
"latency_perprobe","endpoint","claude","c","HEAD","405","80","229","148","581",,,
"latency_perprobe","endpoint","claude","v","GET","ERR","137","1611","1","15008",,,
"latency_perprobe","endpoint","claude","t","HEAD","400","16","400","188","938",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","200","55","155","94","567",,,
"latency_perprobe","endpoint","claude","t","GET","ERR","186","681","1","2103",,,
"latency_perprobe","endpoint","claude","c","GET","401","401","124","97","301",,,
"latency_perprobe","endpoint","gpt","v","GET","ERR","153","590","1","7",,,
"latency_perprobe","endpoint","gemini","v","HEAD","200","85","186","140","536",,,
"latency_perprobe","endpoint","mistral","c","HEAD","200","56","211","189","580",,,
"latency_perprobe","endpoint","mistral","c","GET","405","24","80","77","147",,,
"latency_perprobe","endpoint","gpt","t","GET","502","2","468","102","835",,,
"latency_perprobe","endpoint","gemini","c","HEAD","503","2","284","239","330",,,
"latency_perprobe","endpoint","gpt","c","GET","400","12","140","49","683",,,
"latency_perprobe","endpoint","gpt","t","HEAD","404","292","177","118","760",,,
"latency_perprobe","endpoint","mistral","v","GET","200","65","172","103","543",,,
"latency_perprobe","endpoint","gpt","t","HEAD","403","87","242","242","386",,,
"latency_perprobe","endpoint","gpt","v","GET","404","278","133","100","279",,,
"latency_perprobe","endpoint","deepseek","t","HEAD","503","1","580","580","580",,,
"latency_perprobe","endpoint","gpt","c","HEAD","406","20","656","278","1217",,,
"latency_perprobe","endpoint","mistral","c","HEAD","401","260","176","114","553",,,
"latency_perprobe","endpoint","claude","v","GET","503","15","75","73","110",,,
"latency_perprobe","endpoint","claude","t","HEAD","302","5","650","590","923",,,
"latency_perprobe","endpoint","mistral","c","HEAD","406","8","272","272","285",,,
"latency_perprobe","endpoint","deepseek","t","OPTIONS","ERR","841","1","1","1",,,
"latency_perprobe","endpoint","deepseek","t","GET","405","37","129","112","199",,,
"latency_perprobe","endpoint","deepseek","v","GET","ERR","205","1838","1","15013",,,
"latency_perprobe","endpoint","gemini","v","GET","503","4","218","211","238",,,
"latency_perprobe","endpoint","mistral","v","HEAD","ERR","188","1368","34","15009",,,
"latency_perprobe","endpoint","mistral","v","GET","401","301","111","91","262",,,
"latency_perprobe","endpoint","claude","c","GET","400","32","96","81","189",,,
"latency_perprobe","endpoint","deepseek","c","GET","404","203","142","117","288",,,
"latency_perprobe","endpoint","gemini","c","GET","404","136","148","111","325",,,
"latency_perprobe","endpoint","gemini","c","GET","503","1","225","225","225",,,
"latency_perprobe","endpoint","gpt","t","HEAD","405","126","313","200","1061",,,
"latency_perprobe","endpoint","gemini","v","GET","404","203","133","111","287",,,
"latency_perprobe","endpoint","mistral","t","GET","403","46","200","203","318",,,
"latency_perprobe","endpoint","gpt","v","HEAD","406","42","270","267","289",,,
